Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kanton;E;N;Sprache;Validity;Bezirks-nummer;Bezirksname;Einwohner;Einwohnerdichte;Fahrraddiebstahl_pro1000Einwohner
Agasul;8308;2;Weisslingen;180;ZH;8.746811361;47.42682372;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Weisslingen;8484;0;Weisslingen;180;ZH;8.772611634;47.4353615;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Neschwil;8484;2;Weisslingen;180;ZH;8.794576555;47.42718206;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Theilingen;8484;3;Weisslingen;180;ZH;8.764892935;47.41739704;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Rikon im Toesstal;8486;0;Weisslingen;180;ZH;8.786795146;47.44801656;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Wila;8492;0;Wila;181;ZH;8.867380297;47.40055757;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Saland;8493;0;Wila;181;ZH;8.858048178;47.39684392;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Madetswil;8322;0;Wildberg;182;ZH;8.804743035;47.41852052;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Turbenthal;8488;0;Wildberg;182;ZH;8.831550231;47.43903088;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Wildberg;8489;0;Wildberg;182;ZH;8.819649744;47.42747418;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Schalchen;8489;1;Wildberg;182;ZH;8.833423663;47.40555088;de;01.03.2016;108;Pfaeffikon;63033;386.3;1.87
Ehrikon;8489;2;Wildberg;182;ZH;8.812074009;47.41635444;de;01.03.2016;108;Pfaeffikon;63033;386.3;1.87
Gockhausen;8044;1;Duebendorf;191;ZH;8.604425595;47.37846196;de;01.07.2008;109;Uster;139914;1246.7;1.94
Zuerich;8051;0;Duebendorf;191;ZH;8.589022234;47.39350649;de;01.07.2008;109;Uster;139914;1246.7;1.94
Duebendorf;8600;0;Duebendorf;191;ZH;8.620954343;47.39276767;de;01.07.2008;109;Uster;139914;1246.7;1.94
Schwerzenbach;8603;0;Duebendorf;191;ZH;8.646336408;47.3864651;de;01.07.2008;109;Uster;139914;1246.7;1.94
Forch;8127;0;Egg;192;ZH;8.662024468;47.30566472;de;01.07.2008;109;Uster;139914;1246.7;1.94
Egg b. Zuerich;8132;0;Egg;192;ZH;8.687626144;47.29273028;de;01.07.2008;109;Uster;139914;1246.7;1.94
Hinteregg;8132;2;Egg;192;ZH;8.684547456;47.31108208;de;01.07.2008;109;Uster;139914;1246.7;1.94
Esslingen;8133;0;Egg;192;ZH;8.716084998;47.28923247;de;01.07.2008;109;Uster;139914;1246.7;1.94
Faellanden;8117;0;Faellanden;193;ZH;8.640855565;47.37038006;de;01.07.2008;109;Uster;139914;1246.7;1.94
Pfaffhausen;8118;0;Faellanden;193;ZH;8.625834125;47.36607663;de;01.07.2008;109;Uster;139914;1246.7;1.94
Benglen;8121;0;Faellanden;193;ZH;8.636745926;47.36120865;de;01.07.2008;109;Uster;139914;1246.7;1.94
Greifensee;8606;2;Greifensee;194;ZH;8.679781042;47.36617957;de;01.07.2008;109;Uster;139914;1246.7;1.94
Binz;8122;0;Maur;195;ZH;8.627147542;47.35668862;de;01.07.2008;109;Uster;139914;1246.7;1.94
Ebmatingen;8123;0;Maur;195;ZH;8.639428016;47.351396;de;01.07.2008;109;Uster;139914;1246.7;1.94
Maur;8124;0;Maur;195;ZH;8.670572255;47.33252004;de;01.07.2008;109;Uster;139914;1246.7;1.94
Forch;8127;0;Maur;195;ZH;8.654119907;47.33460746;de;01.07.2008;109;Uster;139914;1246.7;1.94
Hinteregg;8132;2;Maur;195;ZH;8.683362328;47.31697747;de;01.07.2008;109;Uster;139914;1246.7;1.94
Aathal-Seegraeben;8607;0;Moenchaltorf;196;ZH;8.75853553;47.32856278;de;01.07.2008;109;Uster;139914;1246.7;1.94
Moenchaltorf;8617;0;Moenchaltorf;196;ZH;8.71947278;47.31230659;de;01.07.2008;109;Uster;139914;1246.7;1.94
Duebendorf;8600;0;Schwerzenbach;197;ZH;8.650132553;47.39097001;de;01.07.2008;109;Uster;139914;1246.7;1.94
Schwerzenbach;8603;0;Schwerzenbach;197;ZH;8.656313474;47.38236042;de;01.07.2008;109;Uster;139914;1246.7;1.94
Gutenswil;8605;0;Uster;198;ZH;8.714673455;47.37679458;de;01.07.2008;109;Uster;139914;1246.7;1.94
Naenikon;8606;0;Uster;198;ZH;8.692812633;47.37136553;de;01.07.2008;109;Uster;139914;1246.7;1.94
Uster;8610;0;Uster;198;ZH;8.722717094;47.35275023;de;01.07.2008;109;Uster;139914;1246.7;1.94
Sulzbach;8614;2;Uster;198;ZH;8.746736157;47.32724668;de;01.07.2008;109;Uster;139914;1246.7;1.94
Wermatswil;8615;0;Uster;198;ZH;8.740617898;47.36590915;de;01.07.2008;109;Uster;139914;1246.7;1.94
Freudwil;8615;2;Uster;198;ZH;8.732563653;47.37668819;de;01.07.2008;109;Uster;139914;1246.7;1.94
Riedikon;8616;0;Uster;198;ZH;8.710460235;47.32892924;de;01.07.2008;109;Uster;139914;1246.7;1.94
Moenchaltorf;8617;0;Uster;198;ZH;8.73576653;47.32693521;de;01.07.2008;109;Uster;139914;1246.7;1.94
Effretikon;8307;0;Volketswil;199;ZH;8.682460582;47.41183044;de;01.07.2008;109;Uster;139914;1246.7;1.94
Volketswil;8604;0;Volketswil;199;ZH;8.681958816;47.39486434;de;01.07.2008;109;Uster;139914;1246.7;1.94
Gutenswil;8605;0;Volketswil;199;ZH;8.717574036;47.38651767;de;01.07.2008;109;Uster;139914;1246.7;1.94
Bruettisellen;8306;0;Wangen-Bruettisellen;200;ZH;8.637020463;47.42218616;de;01.07.2008;109;Uster;139914;1246.7;1.94
Wangen b. Duebendorf;8602;0;Wangen-Bruettisellen;200;ZH;8.650518158;47.40872203;de;01.07.2008;109;Uster;139914;1246.7;1.94
Altikon;8479;0;Altikon;211;ZH;8.784487579;47.57821307;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Bruetten;8311;0;Bruetten;213;ZH;8.675184952;47.47523254;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Rutschwil (Daegerlen);8471;0;Daegerlen;214;ZH;8.732785549;47.55627972;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Daegerlen;8471;2;Daegerlen;214;ZH;8.716605326;47.56136446;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Oberwil (Daegerlen);8471;3;Daegerlen;214;ZH;8.714650032;47.57131197;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Berg (Daegerlen);8471;4;Daegerlen;214;ZH;8.733289555;47.56660147;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Baenk (Daegerlen);8471;5;Daegerlen;214;ZH;8.738671303;47.54890921;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Daettlikon;8421;0;Daettlikon;215;ZH;8.623523171;47.52858202;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Dinhard;8474;0;Dinhard;216;ZH;8.765165364;47.55912497;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Ellikon an der Thur;8548;0;Ellikon an der Thur;218;ZH;8.82722044;47.56245731;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Elsau;8352;0;Elsau;219;ZH;8.804811911;47.50224215;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Gerlikon;8500;4;Hagenbuch;220;ZH;8.875508589;47.52769446;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Hagenbuch ZH;8523;0;Hagenbuch;220;ZH;8.874054485;47.5146424;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Hettlingen;8442;0;Hettlingen;221;ZH;8.710725044;47.54810659;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Aesch (Neftenbach);8412;0;Neftenbach;223;ZH;8.677500147;47.54465136;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Riet (Neftenbach);8412;1;Neftenbach;223;ZH;8.689065994;47.53718826;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Huenikon (Neftenbach);8412;2;Neftenbach;223;ZH;8.663382714;47.55377648;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Neftenbach;8413;0;Neftenbach;223;ZH;8.663295371;47.53145183;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Pfungen;8422;0;Pfungen;224;ZH;8.64236874;47.50972557;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Rickenbach ZH;8545;0;Rickenbach (ZH);225;ZH;8.795570401;47.55374902;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Rickenbach Sulz;8545;1;Rickenbach (ZH);225;ZH;8.787502892;47.54120202;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Hofstetten ZH;8354;0;Schlatt (ZH);226;ZH;8.839626925;47.47281059;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Winterthur;8405;0;Schlatt (ZH);226;ZH;8.798589333;47.47151148;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Schlatt ZH;8418;0;Schlatt (ZH);226;ZH;8.818521403;47.47149138;de;01.01.2016;110;Winterthur;180269;716.1;4.91
Seuzach;8472;0;Seuzach;227;ZH;8.724353075;47.53483566;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Bichelsee;8363;0;Turbenthal;228;ZH;8.921304224;47.43405482;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Turbenthal;8488;0;Turbenthal;228;ZH;8.875733867;47.43820962;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Wila;8492;0;Turbenthal;228;ZH;8.863807564;47.41151475;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Schmidrueti;8495;0;Turbenthal;228;ZH;8.907591682;47.41886251;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Kemptthal;8310;0;Winterthur;230;ZH;8.71219093;47.46009339;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Ricketwil (Winterthur);8352;2;Winterthur;230;ZH;8.797503449;47.48689691;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Winterthur;8400;0;Winterthur;230;ZH;8.729481589;47.48885147;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Winterthur;8404;0;Winterthur;230;ZH;8.759223003;47.50747512;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Reutlingen (Winterthur);8404;2;Winterthur;230;ZH;8.750548477;47.52774316;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Stadel (Winterthur);8404;3;Winterthur;230;ZH;8.765223164;47.53819398;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Winterthur;8405;0;Winterthur;230;ZH;8.778269585;47.4775495;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Winterthur;8406;0;Winterthur;230;ZH;8.700625776;47.48322457;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Winterthur;8408;0;Winterthur;230;ZH;8.68334221;47.5077395;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Winterthur;8409;0;Winterthur;230;ZH;8.781455851;47.50982511;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Sennhof (Winterthur);8482;0;Winterthur;230;ZH;8.758044451;47.46734823;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Wiesendangen;8542;0;Winterthur;230;ZH;8.77776148;47.53164822;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Rickenbach Sulz;8545;1;Winterthur;230;ZH;8.782573524;47.53516521;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Kollbrunn;8483;0;Zell (ZH);231;ZH;8.785673937;47.45513703;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Rikon im Toesstal;8486;0;Zell (ZH);231;ZH;8.804925342;47.44987241;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Zell ZH;8487;0;Zell (ZH);231;ZH;8.8311194;47.45175152;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Raemismuehle;8487;1;Zell (ZH);231;ZH;8.81846744;47.44034861;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Aesch ZH;8904;0;Aesch (ZH);241;ZH;8.435471511;47.33548044;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Uitikon Waldegg;8142;0;Birmensdorf (ZH);242;ZH;8.465289722;47.3558598;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Birmensdorf ZH;8903;0;Birmensdorf (ZH);242;ZH;8.43958172;47.35195844;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Dietikon;8953;0;Dietikon;243;ZH;8.398141751;47.40004401;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Fahrweid;8951;0;Geroldswil;244;ZH;8.410120111;47.41493835;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Geroldswil;8954;0;Geroldswil;244;ZH;8.413091339;47.42290858;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Oberengstringen;8102;0;Oberengstringen;245;ZH;8.465036016;47.41132082;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Oetwil an der Limmat;8955;0;Oetwil an der Limmat;246;ZH;8.392886637;47.42949539;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Urdorf;8902;0;Schlieren;247;ZH;8.435109163;47.39065083;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Schlieren;8952;0;Schlieren;247;ZH;8.449624212;47.39419764;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Uitikon Waldegg;8142;0;Uitikon;248;ZH;8.454859478;47.36669712;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Uetliberg;8143;2;Uitikon;248;ZH;8.485980666;47.35355922;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Unterengstringen;8103;0;Unterengstringen;249;ZH;8.444449408;47.41124152;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Fahrweid;8951;0;Unterengstringen;249;ZH;8.414648244;47.40427993;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Urdorf;8902;0;Urdorf;250;ZH;8.42387244;47.38214136;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Weiningen ZH;8104;0;Weiningen (ZH);251;ZH;8.43716296;47.42162119;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Fahrweid;8951;0;Weiningen (ZH);251;ZH;8.415124878;47.40761677;de;01.07.2008;111;Dietikon;97713;1625.6;1.68
Zuerich;8001;0;Zuerich;261;ZH;8.541367615;47.37293397;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8002;0;Zuerich;261;ZH;8.531300731;47.36017244;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8003;0;Zuerich;261;ZH;8.516142108;47.37257857;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8004;0;Zuerich;261;ZH;8.523370314;47.37799915;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8005;0;Zuerich;261;ZH;8.520684105;47.38676633;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8006;0;Zuerich;261;ZH;8.543174739;47.38576567;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8008;0;Zuerich;261;ZH;8.562641487;47.35624521;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8032;0;Zuerich;261;ZH;8.564438726;47.36668879;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8037;0;Zuerich;261;ZH;8.524261807;47.3984949;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8038;0;Zuerich;261;ZH;8.531490727;47.34019723;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8041;0;Zuerich;261;ZH;8.515664331;47.3360596;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8044;0;Zuerich;261;ZH;8.572830342;47.38041488;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8045;0;Zuerich;261;ZH;8.505708096;47.35161517;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8046;0;Zuerich;261;ZH;8.508278676;47.42217738;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8047;0;Zuerich;261;ZH;8.487021836;47.37389233;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8048;0;Zuerich;261;ZH;8.483871092;47.38674684;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8049;0;Zuerich;261;ZH;8.500466748;47.40869839;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8050;0;Zuerich;261;ZH;8.550802019;47.41193801;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8051;0;Zuerich;261;ZH;8.578819309;47.39965101;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8052;0;Zuerich;261;ZH;8.540643194;47.42446414;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8053;0;Zuerich;261;ZH;8.597418712;47.36128969;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8055;0;Zuerich;261;ZH;8.490292042;47.3641888;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8057;0;Zuerich;261;ZH;8.547392608;47.39992584;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zuerich;8064;0;Zuerich;261;ZH;8.485247273;47.39865759;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Zollikerberg;8125;0;Zuerich;261;ZH;8.602249771;47.3511081;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Adliswil;8134;0;Zuerich;261;ZH;8.529323758;47.32710267;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Uitikon Waldegg;8142;0;Zuerich;261;ZH;8.468942954;47.36526765;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Uetliberg;8143;2;Zuerich;261;ZH;8.492029626;47.34965256;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Glattbrugg;8152;0;Zuerich;261;ZH;8.553773078;47.43004986;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Schlieren;8952;0;Zuerich;261;ZH;8.467768803;47.40116756;de;01.07.2008;112;Zuerich;433989;4935.6;5.92
Andelfingen;8450;0;Andelfingen;291;ZH;8.675343204;47.59471618;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Adlikon b. Andelfingen;8452;0;Andelfingen;291;ZH;8.704986014;47.57685819;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Humlikon;8457;0;Andelfingen;291;ZH;8.67592442;47.57485425;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Waltalingen;8468;0;Stammheim;292;ZH;8.76698168;47.62082941;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Guntalingen;8468;2;Stammheim;292;ZH;8.759657736;47.63539789;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Unterstammheim;8476;0;Stammheim;292;ZH;8.789716855;47.64764261;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Oberstammheim;8477;0;Stammheim;292;ZH;8.804789009;47.62843477;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Wilen b. Neunforn;8525;2;Stammheim;292;ZH;8.795442698;47.60371597;de;01.07.2008;102;Andelfingen;32732;196.5;2.51
Au ZH;8804;0;Waedenswil;293;ZH;8.644938276;47.24392573;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Waedenswil;8820;0;Waedenswil;293;ZH;8.654982936;47.22061746;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Schoenenberg ZH;8824;0;Waedenswil;293;ZH;8.640729073;47.1925344;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Huetten;8825;0;Waedenswil;293;ZH;8.658792837;47.17352876;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Elgg;8353;0;Elgg;294;ZH;8.860671469;47.4907247;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Hofstetten ZH;8354;0;Elgg;294;ZH;8.857521016;47.46983794;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Dickbuch;8354;1;Elgg;294;ZH;8.832573771;47.49645899;de;01.01.2018;110;Winterthur;180269;716.1;4.91
Aadorf;8355;0;Elgg;294;ZH;8.892249057;47.49195782;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Hagenbuch ZH;8523;0;Elgg;294;ZH;8.890581414;47.5013832;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Sihlbrugg;6340;4;Horgen;295;ZH;8.572410565;47.23363271;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Langnau am Albis;8135;0;Horgen;295;ZH;8.554343011;47.25554859;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Sihlbrugg Station;8135;2;Horgen;295;ZH;8.573333286;47.24335529;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Sihlwald;8135;3;Horgen;295;ZH;8.556921298;47.26846527;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Horgen;8810;0;Horgen;295;ZH;8.612592201;47.2463665;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Horgenberg;8815;0;Horgen;295;ZH;8.584016756;47.24715275;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Hirzel;8816;0;Horgen;295;ZH;8.601988499;47.22034622;de;01.07.2008;106;Horgen;131202;1258.7;1.25
Effretikon;8307;0;Illnau-Effretikon;296;ZH;8.692021932;47.42487279;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Ottikon b. Kemptthal;8307;2;Illnau-Effretikon;296;ZH;8.725504192;47.42997996;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Illnau;8308;0;Illnau-Effretikon;296;ZH;8.725785866;47.40887276;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Agasul;8308;2;Illnau-Effretikon;296;ZH;8.740339768;47.42594213;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Kyburg;8314;0;Illnau-Effretikon;296;ZH;8.741505837;47.45230578;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Sennhof (Winterthur);8482;0;Illnau-Effretikon;296;ZH;8.753626094;47.46619042;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Kollbrunn;8483;0;Illnau-Effretikon;296;ZH;8.765706461;47.45071595;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Saland;8493;0;Bauma;297;ZH;8.862565859;47.3890365;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Bauma;8494;0;Bauma;297;ZH;8.891800385;47.36632757;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Sternenberg;8499;0;Bauma;297;ZH;8.91029767;47.38986051;de;01.07.2008;108;Pfaeffikon;63033;386.3;1.87
Wiesendangen;8542;0;Wiesendangen;298;ZH;8.787994756;47.52267451;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Bertschikon;8543;0;Wiesendangen;298;ZH;8.829725839;47.52595238;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Gundetswil;8543;1;Wiesendangen;298;ZH;8.82189903;47.53914736;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Kefikon ZH;8543;2;Wiesendangen;298;ZH;8.828302355;47.54816762;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Attikon;8544;0;Wiesendangen;298;ZH;8.800506926;47.53722171;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Menzengruet;8546;3;Wiesendangen;298;ZH;8.817327129;47.54886814;de;01.07.2008;110;Winterthur;180269;716.1;4.91
Lyss;3250;0;Aarberg;301;BE;7.307383368;47.05451313;de;01.07.2008;243;Seeland;78244;232.3;3.18
Seedorf BE;3267;0;Aarberg;301;BE;7.295953281;47.03912474;de;01.07.2008;243;Seeland;78244;232.3;3.18
Aarberg;3270;0;Aarberg;301;BE;7.283202734;47.04424228;de;01.07.2008;243;Seeland;78244;232.3;3.18
Kappelen;3273;0;Aarberg;301;BE;7.27356147;47.05645741;de;01.07.2008;243;Seeland;78244;232.3;3.18
Bargen BE;3282;0;Bargen (BE);302;BE;7.25035858;47.03524155;de;01.07.2008;243;Seeland;78244;232.3;3.18
Kallnach;3283;0;Bargen (BE);302;BE;7.23004895;47.03418688;de;01.07.2008;243;Seeland;78244;232.3;3.18
Grossaffoltern;3257;0;Grossaffoltern;303;BE;7.366463053;47.06859867;de;01.07.2008;243;Seeland;78244;232.3;3.18
Ammerzwil BE;3257;1;Grossaffoltern;303;BE;7.342604638;47.07314735;de;01.07.2008;243;Seeland;78244;232.3;3.18
Suberg;3262;0;Grossaffoltern;303;BE;7.33958594;47.05519332;de;01.07.2008;243;Seeland;78244;232.3;3.18
Golaten;3207;2;Kallnach;304;BE;7.236988858;46.98673207;de;01.07.2008;243;Seeland;78244;232.3;3.18
Treiten;3226;0;Kallnach;304;BE;7.177127995;47.00053489;de;01.07.2008;243;Seeland;78244;232.3;3.18
Kallnach;3283;0;Kallnach;304;BE;7.220123332;47.01520835;de;01.07.2008;243;Seeland;78244;232.3;3.18
Niederried b. Kallnach;3283;2;Kallnach;304;BE;7.22785406;46.99907342;de;01.07.2008;243;Seeland;78244;232.3;3.18
Lyss;3250;0;Kappelen;305;BE;7.292484132;47.07483737;de;01.07.2008;243;Seeland;78244;232.3;3.18
Worben;3252;0;Kappelen;305;BE;7.299054715;47.0936673;de;01.07.2008;243;Seeland;78244;232.3;3.18
Kappelen;3273;0;Kappelen;305;BE;7.27765063;47.07566946;de;01.07.2008;243;Seeland;78244;232.3;3.18
Studen BE;2557;0;Lyss;306;BE;7.315620108;47.109588;de;01.07.2008;243;Seeland;78244;232.3;3.18
Lyss;3250;0;Lyss;306;BE;7.310752208;47.07539953;de;01.07.2008;243;Seeland;78244;232.3;3.18
Busswil BE;3292;0;Lyss;306;BE;7.321941598;47.10062196;de;01.09.2011;243;Seeland;78244;232.3;3.18
Ortschwaben;3042;0;Meikirch;307;BE;7.399411048;46.99215672;de;01.07.2008;246;Bern-Mittelland;425694;451.7;5.91
Meikirch;3045;0;Meikirch;307;BE;7.372288277;47.00926313;de;01.07.2008;246;Bern-Mittelland;425694;451.7;5.91
Wahlendorf;3046;0;Meikirch;307;BE;7.340242942;47.00945764;de;01.07.2008;246;Bern-Mittelland;425694;451.7;5.91
Detligen;3036;0;Radelfingen;309;BE;7.268637703;46.99035217;de;01.07.2008;243;Seeland;78244;232.3;3.18
Radelfingen b. Aarberg;3271;0;Radelfingen;309;BE;7.271643665;47.01863672;de;01.07.2008;243;Seeland;78244;232.3;3.18
Laetti;3053;5;Rapperswil (BE);310;BE;7.430881892;47.03861014;de;01.07.2008;243;Seeland;78244;232.3;3.18
Wengi b. Bueren;3251;0;Rapperswil (BE);310;BE;7.412182566;47.07957946;de;01.07.2008;243;Seeland;78244;232.3;3.18
Ruppoldsried;3251;2;Rapperswil (BE);310;BE;7.425229491;47.08958247;de;01.07.2008;243;Seeland;78244;232.3;3.18
Messen;3254;0;Rapperswil (BE);310;BE;7.435392848;47.09569987;de;01.07.2008;243;Seeland;78244;232.3;3.18
Rapperswil BE;3255;0;Rapperswil (BE);310;BE;7.413349425;47.06648878;de;01.07.2008;243;Seeland;78244;232.3;3.18
Dieterswil;3256;0;Rapperswil (BE);310;BE;7.430634873;47.05097609;de;01.07.2008;243;Seeland;78244;232.3;3.18
Bangerten b. Dieterswil;3256;2;Rapperswil (BE);310;BE;7.448073122;47.05719362;de;01.07.2008;243;Seeland;78244;232.3;3.18
Seewil;3256;3;Rapperswil (BE);310;BE;7.410511663;47.04617669;de;01.07.2008;243;Seeland;78244;232.3;3.18
Muenchenbuchsee;3053;0;Schuepfen;311;BE;7.426022675;47.03309899;de;01.07.2008;243;Seeland;78244;232.3;3.18
